"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"","Это текст 845","This is text 845","","False","context_for_row_845","",""
"","Это текст 846","This is text 846","","False","context_for_row_846","",""
"","Это текст 847","This is text 847","","False","context_for_row_847","",""
"","Это текст 848","This is text 848","","False","context_for_row_848","",""
"","Это текст 849","This is text 849","","False","context_for_row_849","",""
"","Это текст 850","This is text 850","","False","context_for_row_850","",""
"","Это текст 851","This is text 851","","False","context_for_row_851","",""
"","Это текст 852","This is text 852","","False","context_for_row_852","",""
"","Это текст 853","This is text 853","","False","context_for_row_853","",""
"","Это текст 854","This is text 854","","False","context_for_row_854","",""
"","Это текст 855","This is text 855","","False","context_for_row_855","",""
"","Это текст 856","This is text 856","","False","context_for_row_856","",""
"","Это текст 857","This is text 857","","False","context_for_row_857","",""
"","Это текст 858","This is text 858","","False","context_for_row_858","",""
"","Это текст 859","This is text 859","","False","context_for_row_859","",""
"","Это текст 860","This is text 860","","False","context_for_row_860","",""
"","Это текст 861","This is text 861","","False","context_for_row_861","",""
"","Это текст 862","This is text 862","","False","context_for_row_862","",""
"","Это текст 863","This is text 863","","False","context_for_row_863","",""
"","Это текст 864","This is text 864","","False","context_for_row_864","",""
"","Это текст 865","This is text 865","","False","context_for_row_865","",""
"","Это текст 866","This is text 866","","False","context_for_row_866","",""
"","Это текст 867","This is text 867","","False","context_for_row_867","",""
"","Это текст 868","This is text 868","","False","context_for_row_868","",""
"","Это текст 869","This is text 869","","False","context_for_row_869","",""
"","Это текст 870","This is text 870","","False","context_for_row_870","",""
"","Это текст 871","This is text 871","","False","context_for_row_871","",""
"","Это текст 872","This is text 872","","False","context_for_row_872","",""
"","Это текст 873","This is text 873","","False","context_for_row_873","",""
"","Это текст 874","This is text 874","","False","context_for_row_874","",""
"","Это текст 875","This is text 875","","False","context_for_row_875","",""
"","Это текст 876","This is text 876","","False","context_for_row_876","",""
"","Это текст 877","This is text 877","","False","context_for_row_877","",""
"","Это текст 878","This is text 878","","False","context_for_row_878","",""
"","Это текст 879","This is text 879","","False","context_for_row_879","",""
"","Это текст 880","This is text 880","","False","context_for_row_880","",""
"","Это текст 881","This is text 881","","False","context_for_row_881","",""
"","Это текст 882","This is text 882","","False","context_for_row_882","",""
"","Это текст 883","This is text 883","","False","context_for_row_883","",""
"","Это текст 884","This is text 884","","False","context_for_row_884","",""
"","Это текст 885","This is text 885","","False","context_for_row_885","",""
"","Это текст 886","This is text 886","","False","context_for_row_886","",""
"","Это текст 887","This is text 887","","False","context_for_row_887","",""
"","Это текст 888","This is text 888","","False","context_for_row_888","",""
"","Это текст 889","This is text 889","","False","context_for_row_889","",""
"","Это текст 890","This is text 890","","False","context_for_row_890","",""
"","Это текст 891","This is text 891","","False","context_for_row_891","",""
"","Это текст 892","This is text 892","","False","context_for_row_892","",""
"","Это текст 893","This is text 893","","False","context_for_row_893","",""
"","Это текст 894","This is text 894","","False","context_for_row_894","",""
"","Это текст 895","This is text 895","","False","context_for_row_895","",""
"","Это текст 896","This is text 896","","False","context_for_row_896","",""
"","Это текст 897","This is text 897","","False","context_for_row_897","",""
"","Это текст 898","This is text 898","","False","context_for_row_898","",""
"","Это текст 899","This is text 899","","False","context_for_row_899","",""
"","Это текст 900","This is text 900","","False","context_for_row_900","",""
"","Это текст 901","This is text 901","","False","context_for_row_901","",""
"","Это текст 902","This is text 902","","False","context_for_row_902","",""
"","Это текст 903","This is text 903","","False","context_for_row_903","",""
"","Это текст 904","This is text 904","","False","context_for_row_904","",""
"","Это текст 905","This is text 905","","False","context_for_row_905","",""
"","Это текст 906","This is text 906","","False","context_for_row_906","",""
"","Это текст 907","This is text 907","","False","context_for_row_907","",""
"","Это текст 908","This is text 908","","False","context_for_row_908","",""
"","Это текст 909","This is text 909","","False","context_for_row_909","",""
"","Это текст 910","This is text 910","","False","context_for_row_910","",""
"","Это текст 911","This is text 911","","False","context_for_row_911","",""
"","Это текст 912","This is text 912","","False","context_for_row_912","",""
"","Это текст 913","This is text 913","","False","context_for_row_913","",""
"","Это текст 914","This is text 914","","False","context_for_row_914","",""
"","Это текст 915","This is text 915","","False","context_for_row_915","",""
"","Это текст 916","This is text 916","","False","context_for_row_916","",""
"","Это текст 917","This is text 917","","False","context_for_row_917","",""
"","Это текст 918","This is text 918","","False","context_for_row_918","",""
"","Это текст 919","This is text 919","","False","context_for_row_919","",""
"","Это текст 920","This is text 920","","False","context_for_row_920","",""
"","Это текст 921","This is text 921","","False","context_for_row_921","",""
"","Это текст 922","This is text 922","","False","context_for_row_922","",""
"","Это текст 923","This is text 923","","False","context_for_row_923","",""
"","Это текст 924","This is text 924","","False","context_for_row_924","",""
"","Это текст 925","This is text 925","","False","context_for_row_925","",""
"","Это текст 926","This is text 926","","False","context_for_row_926","",""
"","Это текст 927","This is text 927","","False","context_for_row_927","",""
"","Это текст 928","This is text 928","","False","context_for_row_928","",""
"","Это текст 929","This is text 929","","False","context_for_row_929","",""
"","Это текст 930","This is text 930","","False","context_for_row_930","",""
"","Это текст 931","This is text 931","","False","context_for_row_931","",""
"","Это текст 932","This is text 932","","False","context_for_row_932","",""
"","Это текст 933","This is text 933","","False","context_for_row_933","",""
"","Это текст 934","This is text 934","","False","context_for_row_934","",""
"","Это текст 935","This is text 935","","False","context_for_row_935","",""
"","Это текст 936","This is text 936","","False","context_for_row_936","",""
"","Это текст 937","This is text 937","","False","context_for_row_937","",""
"","Это текст 938","This is text 938","","False","context_for_row_938","",""
"","Это текст 939","This is text 939","","False","context_for_row_939","",""
"","Это текст 940","This is text 940","","False","context_for_row_940","",""
"","Это текст 941","This is text 941","","False","context_for_row_941","",""
"","Это текст 942","This is text 942","","False","context_for_row_942","",""
"","Это текст 943","This is text 943","","False","context_for_row_943","",""
"","Это текст 944","This is text 944","","False","context_for_row_944","",""
"","Это текст 945","This is text 945","","False","context_for_row_945","",""
"","Это текст 946","This is text 946","","False","context_for_row_946","",""
"","Это текст 947","This is text 947","","False","context_for_row_947","",""
"","Это текст 948","This is text 948","","False","context_for_row_948","",""
"","Это текст 949","This is text 949","","False","context_for_row_949","",""
"","Это текст 950","This is text 950","","False","context_for_row_950","",""
"","Это текст 951","This is text 951","","False","context_for_row_951","",""
"","Это текст 952","This is text 952","","False","context_for_row_952","",""
"","Это текст 953","This is text 953","","False","context_for_row_953","",""
"","Это текст 954","This is text 954","","False","context_for_row_954","",""
"","Это текст 955","This is text 955","","False","context_for_row_955","",""
"","Это текст 956","This is text 956","","False","context_for_row_956","",""
"","Это текст 957","This is text 957","","False","context_for_row_957","",""
"","Это текст 958","This is text 958","","False","context_for_row_958","",""
"","Это текст 959","This is text 959","","False","context_for_row_959","",""
"","Это текст 960","This is text 960","","False","context_for_row_960","",""
"","Это текст 961","This is text 961","","False","context_for_row_961","",""
"","Это текст 962","This is text 962","","False","context_for_row_962","",""
"","Это текст 963","This is text 963","","False","context_for_row_963","",""
"","Это текст 964","This is text 964","","False","context_for_row_964","",""
"","Это текст 965","This is text 965","","False","context_for_row_965","",""
"","Это текст 966","This is text 966","","False","context_for_row_966","",""
"","Это текст 967","This is text 967","","False","context_for_row_967","",""
"","Это текст 968","This is text 968","","False","context_for_row_968","",""
"","Это текст 969","This is text 969","","False","context_for_row_969","",""
"","Это текст 970","This is text 970","","False","context_for_row_970","",""
"","Это текст 971","This is text 971","","False","context_for_row_971","",""
"","Это текст 972","This is text 972","","False","context_for_row_972","",""
"","Это текст 973","This is text 973","","False","context_for_row_973","",""
"","Это текст 974","This is text 974","","False","context_for_row_974","",""
"","Это текст 975","This is text 975","","False","context_for_row_975","",""
"","Это текст 976","This is text 976","","False","context_for_row_976","",""
"","Это текст 977","This is text 977","","False","context_for_row_977","",""
"","Это текст 978","This is text 978","","False","context_for_row_978","",""
"","Это текст 979","This is text 979","","False","context_for_row_979","",""
"","Это текст 980","This is text 980","","False","context_for_row_980","",""
"","Это текст 981","This is text 981","","False","context_for_row_981","",""
"","Это текст 982","This is text 982","","False","context_for_row_982","",""
"","Это текст 983","This is text 983","","False","context_for_row_983","",""
"","Это текст 984","This is text 984","","False","context_for_row_984","",""
"","Это текст 985","This is text 985","","False","context_for_row_985","",""
"","Это текст 986","This is text 986","","False","context_for_row_986","",""
"","Это текст 987","This is text 987","","False","context_for_row_987","",""
"","Это текст 988","This is text 988","","False","context_for_row_988","",""
"","Это текст 989","This is text 989","","False","context_for_row_989","",""
"","Это текст 990","This is text 990","","False","context_for_row_990","",""
"","Это текст 991","This is text 991","","False","context_for_row_991","",""
"","Это текст 992","This is text 992","","False","context_for_row_992","",""
"","Это текст 993","This is text 993","","False","context_for_row_993","",""
"","Это текст 994","This is text 994","","False","context_for_row_994","",""
"","Это текст 995","This is text 995","","False","context_for_row_995","",""
"","Это текст 996","This is text 996","","False","context_for_row_996","",""
"","Это текст 997","This is text 997","","False","context_for_row_997","",""
"","Это текст 998","This is text 998","","False","context_for_row_998","",""
"","Это текст 999","This is text 999","","False","context_for_row_999","",""
"","Это текст 1000","This is text 1000","","False","context_for_row_1000","",""
"","Это текст 1001","This is text 1001","","False","context_for_row_1001","",""
"","Это текст 1002","This is text 1002","","False","context_for_row_1002","",""
"","Это текст 1003","This is text 1003","","False","context_for_row_1003","",""
"","Это текст 1004","This is text 1004","","False","context_for_row_1004","",""
"","Это текст 1005","This is text 1005","","False","context_for_row_1005","",""
"","Это текст 1006","This is text 1006","","False","context_for_row_1006","",""
"","Это текст 1007","This is text 1007","","False","context_for_row_1007","",""
"","Это текст 1008","This is text 1008","","False","context_for_row_1008","",""
"","Это текст 1009","This is text 1009","","False","context_for_row_1009","",""
"","Это текст 1010","This is text 1010","","False","context_for_row_1010","",""
"","Это текст 1011","This is text 1011","","False","context_for_row_1011","",""
"","Это текст 1012","This is text 1012","","False","context_for_row_1012","",""
"","Это текст 1013","This is text 1013","","False","context_for_row_1013","",""
"","Это текст 1014","This is text 1014","","False","context_for_row_1014","",""
"","Это текст 1015","This is text 1015","","False","context_for_row_1015","",""
"","Это текст 1016","This is text 1016","","False","context_for_row_1016","",""
"","Это текст 1017","This is text 1017","","False","context_for_row_1017","",""
"","Это текст 1018","This is text 1018","","False","context_for_row_1018","",""
"","Это текст 1019","This is text 1019","","False","context_for_row_1019","",""
"","Это текст 1020","This is text 1020","","False","context_for_row_1020","",""
"","Это текст 1021","This is text 1021","","False","context_for_row_1021","",""
"","Это текст 1022","This is text 1022","","False","context_for_row_1022","",""
"","Это текст 1023","This is text 1023","","False","context_for_row_1023","",""
"","Это текст 1024","This is text 1024","","False","context_for_row_1024","",""
"","Это текст 1025","This is text 1025","","False","context_for_row_1025","",""
"","Это текст 1026","This is text 1026","","False","context_for_row_1026","",""
"","Это текст 1027","This is text 1027","","False","context_for_row_1027","",""
"","Это текст 1028","This is text 1028","","False","context_for_row_1028","",""
"","Это текст 1029","This is text 1029","","False","context_for_row_1029","",""
"","Это текст 1030","This is text 1030","","False","context_for_row_1030","",""
"","Это текст 1031","This is text 1031","","False","context_for_row_1031","",""
"","Это текст 1032","This is text 1032","","False","context_for_row_1032","",""
"","Это текст 1033","This is text 1033","","False","context_for_row_1033","",""
"","Это текст 1034","This is text 1034","","False","context_for_row_1034","",""
"","Это текст 1035","This is text 1035","","False","context_for_row_1035","",""
"","Это текст 1036","This is text 1036","","False","context_for_row_1036","",""
"","Это текст 1037","This is text 1037","","False","context_for_row_1037","",""
"","Это текст 1038","This is text 1038","","False","context_for_row_1038","",""
"","Это текст 1039","This is text 1039","","False","context_for_row_1039","",""
"","Это текст 1040","This is text 1040","","False","context_for_row_1040","",""
"","Это текст 1041","This is text 1041","","False","context_for_row_1041","",""
"","Это текст 1042","This is text 1042","","False","context_for_row_1042","",""
"","Это текст 1043","This is text 1043","","False","context_for_row_1043","",""
"","Это текст 1044","This is text 1044","","False","context_for_row_1044","",""
"","Это текст 1045","This is text 1045","","False","context_for_row_1045","",""
"","Это текст 1046","This is text 1046","","False","context_for_row_1046","",""
"","Это текст 1047","This is text 1047","","False","context_for_row_1047","",""
"","Это текст 1048","This is text 1048","","False","context_for_row_1048","",""
"","Это текст 1049","This is text 1049","","False","context_for_row_1049","",""
"","Это текст 1050","This is text 1050","","False","context_for_row_1050","",""
"","Это текст 1051","This is text 1051","","False","context_for_row_1051","",""
"","Это текст 1052","This is text 1052","","False","context_for_row_1052","",""
"","Это текст 1053","This is text 1053","","False","context_for_row_1053","",""
"","Это текст 1054","This is text 1054","","False","context_for_row_1054","",""
"","Это текст 1055","This is text 1055","","False","context_for_row_1055","",""
"","Это текст 1056","This is text 1056","","False","context_for_row_1056","",""
"","Это текст 1057","This is text 1057","","False","context_for_row_1057","",""
"","Это текст 1058","This is text 1058","","False","context_for_row_1058","",""
"","Это текст 1059","This is text 1059","","False","context_for_row_1059","",""
"","Это текст 1060","This is text 1060","","False","context_for_row_1060","",""
"","Это текст 1061","This is text 1061","","False","context_for_row_1061","",""
"","Это текст 1062","This is text 1062","","False","context_for_row_1062","",""
"","Это текст 1063","This is text 1063","","False","context_for_row_1063","",""
"","Это текст 1064","This is text 1064","","False","context_for_row_1064","",""
"","Это текст 1065","This is text 1065","","False","context_for_row_1065","",""
"","Это текст 1066","This is text 1066","","False","context_for_row_1066","",""
"","Это текст 1067","This is text 1067","","False","context_for_row_1067","",""
"","Это текст 1068","This is text 1068","","False","context_for_row_1068","",""
"","Это текст 1069","This is text 1069","","False","context_for_row_1069","",""
"","Это текст 1070","This is text 1070","","False","context_for_row_1070","",""
"","Это текст 1071","This is text 1071","","False","context_for_row_1071","",""
"","Это текст 1072","This is text 1072","","False","context_for_row_1072","",""
"","Это текст 1073","This is text 1073","","False","context_for_row_1073","",""
"","Это текст 1074","This is text 1074","","False","context_for_row_1074","",""
"","Это текст 1075","This is text 1075","","False","context_for_row_1075","",""
"","Это текст 1076","This is text 1076","","False","context_for_row_1076","",""
"","Это текст 1077","This is text 1077","","False","context_for_row_1077","",""
"","Это текст 1078","This is text 1078","","False","context_for_row_1078","",""
"","Это текст 1079","This is text 1079","","False","context_for_row_1079","",""
"","Это текст 1080","This is text 1080","","False","context_for_row_1080","",""
"","Это текст 1081","This is text 1081","","False","context_for_row_1081","",""
"","Это текст 1082","This is text 1082","","False","context_for_row_1082","",""
"","Это текст 1083","This is text 1083","","False","context_for_row_1083","",""
"","Это текст 1084","This is text 1084","","False","context_for_row_1084","",""
"","Это текст 1085","This is text 1085","","False","context_for_row_1085","",""
"","Это текст 1086","This is text 1086","","False","context_for_row_1086","",""
"","Это текст 1087","This is text 1087","","False","context_for_row_1087","",""
"","Это текст 1088","This is text 1088","","False","context_for_row_1088","",""
"","Это текст 1089","This is text 1089","","False","context_for_row_1089","",""
"","Это текст 1090","This is text 1090","","False","context_for_row_1090","",""
"","Это текст 1091","This is text 1091","","False","context_for_row_1091","",""
"","Это текст 1092","This is text 1092","","False","context_for_row_1092","",""
"","Это текст 1093","This is text 1093","","False","context_for_row_1093","",""
"","Это текст 1094","This is text 1094","","False","context_for_row_1094","",""
"","Это текст 1095","This is text 1095","","False","context_for_row_1095","",""
"","Это текст 1096","This is text 1096","","False","context_for_row_1096","",""
"","Это текст 1097","This is text 1097","","False","context_for_row_1097","",""
"","Это текст 1098","This is text 1098","","False","context_for_row_1098","",""
"","Это текст 1099","This is text 1099","","False","context_for_row_1099","",""
"","Это текст 1100","This is text 1100","","False","context_for_row_1100","",""
"","Это текст 1101","This is text 1101","","False","context_for_row_1101","",""
"","Это текст 1102","This is text 1102","","False","context_for_row_1102","",""
"","Это текст 1103","This is text 1103","","False","context_for_row_1103","",""
"","Это текст 1104","This is text 1104","","False","context_for_row_1104","",""
"","Это текст 1105","This is text 1105","","False","context_for_row_1105","",""
"","Это текст 1106","This is text 1106","","False","context_for_row_1106","",""
"","Это текст 1107","This is text 1107","","False","context_for_row_1107","",""
"","Это текст 1108","This is text 1108","","False","context_for_row_1108","",""
"","Это текст 1109","This is text 1109","","False","context_for_row_1109","",""
"","Это текст 1110","This is text 1110","","False","context_for_row_1110","",""
"","Это текст 1111","This is text 1111","","False","context_for_row_1111","",""
"","Это текст 1112","This is text 1112","","False","context_for_row_1112","",""
"","Это текст 1113","This is text 1113","","False","context_for_row_1113","",""
"","Это текст 1114","This is text 1114","","False","context_for_row_1114","",""
"","Это текст 1115","This is text 1115","","False","context_for_row_1115","",""
"","Это текст 1116","This is text 1116","","False","context_for_row_1116","",""
"","Это текст 1117","This is text 1117","","False","context_for_row_1117","",""
"","Это текст 1118","This is text 1118","","False","context_for_row_1118","",""
"","Это текст 1119","This is text 1119","","False","context_for_row_1119","",""
"","Это текст 1120","This is text 1120","","False","context_for_row_1120","",""
"","Это текст 1121","This is text 1121","","False","context_for_row_1121","",""
"","Это текст 1122","This is text 1122","","False","context_for_row_1122","",""
"","Это текст 1123","This is text 1123","","False","context_for_row_1123","",""
"","Это текст 1124","This is text 1124","","False","context_for_row_1124","",""
"","Это текст 1125","This is text 1125","","False","context_for_row_1125","",""
"","Это текст 1126","This is text 1126","","False","context_for_row_1126","",""
"","Это текст 1127","This is text 1127","","False","context_for_row_1127","",""
"","Это текст 1128","This is text 1128","","False","context_for_row_1128","",""
"","Это текст 1129","This is text 1129","","False","context_for_row_1129","",""
"","Это текст 1130","This is text 1130","","False","context_for_row_1130","",""
"","Это текст 1131","This is text 1131","","False","context_for_row_1131","",""
"","Это текст 1132","This is text 1132","","False","context_for_row_1132","",""
"","Это текст 1133","This is text 1133","","False","context_for_row_1133","",""
"","Это текст 1134","This is text 1134","","False","context_for_row_1134","",""
"","Это текст 1135","This is text 1135","","False","context_for_row_1135","",""
"","Это текст 1136","This is text 1136","","False","context_for_row_1136","",""
"","Это текст 1137","This is text 1137","","False","context_for_row_1137","",""
"","Это текст 1138","This is text 1138","","False","context_for_row_1138","",""
"","Это текст 1139","This is text 1139","","False","context_for_row_1139","",""
"","Это текст 1140","This is text 1140","","False","context_for_row_1140","",""
"","Это текст 1141","This is text 1141","","False","context_for_row_1141","",""
"","Это текст 1142","This is text 1142","","False","context_for_row_1142","",""
"","Это текст 1143","This is text 1143","","False","context_for_row_1143","",""
"","Это текст 1144","This is text 1144","","False","context_for_row_1144","",""
"","Это текст 1145","This is text 1145","","False","context_for_row_1145","",""
"","Это текст 1146","This is text 1146","","False","context_for_row_1146","",""
"","Это текст 1147","This is text 1147","","False","context_for_row_1147","",""
"","Это текст 1148","This is text 1148","","False","context_for_row_1148","",""
"","Это текст 1149","This is text 1149","","False","context_for_row_1149","",""
"","Это текст 1150","This is text 1150","","False","context_for_row_1150","",""
"","Это текст 1151","This is text 1151","","False","context_for_row_1151","",""
"","Это текст 1152","This is text 1152","","False","context_for_row_1152","",""
"","Это текст 1153","This is text 1153","","False","context_for_row_1153","",""
"","Это текст 1154","This is text 1154","","False","context_for_row_1154","",""
"","Это текст 1155","This is text 1155","","False","context_for_row_1155","",""
"","Это текст 1156","This is text 1156","","False","context_for_row_1156","",""
"","Это текст 1157","This is text 1157","","False","context_for_row_1157","",""
"","Это текст 1158","This is text 1158","","False","context_for_row_1158","",""
"","Это текст 1159","This is text 1159","","False","context_for_row_1159","",""
"","Это текст 1160","This is text 1160","","False","context_for_row_1160","",""
"","Это текст 1161","This is text 1161","","False","context_for_row_1161","",""
"","Это текст 1162","This is text 1162","","False","context_for_row_1162","",""
"","Это текст 1163","This is text 1163","","False","context_for_row_1163","",""
"","Это текст 1164","This is text 1164","","False","context_for_row_1164","",""
"","Это текст 1165","This is text 1165","","False","context_for_row_1165","",""
"","Это текст 1166","This is text 1166","","False","context_for_row_1166","",""
"","Это текст 1167","This is text 1167","","False","context_for_row_1167","",""
"","Это текст 1168","This is text 1168","","False","context_for_row_1168","",""
"","Это текст 1169","This is text 1169","","False","context_for_row_1169","",""
"","Это текст 1170","This is text 1170","","False","context_for_row_1170","",""
"","Это текст 1171","This is text 1171","","False","context_for_row_1171","",""
"","Это текст 1172","This is text 1172","","False","context_for_row_1172","",""
"","Это текст 1173","This is text 1173","","False","context_for_row_1173","",""
"","Это текст 1174","This is text 1174","","False","context_for_row_1174","",""
"","Это текст 1175","This is text 1175","","False","context_for_row_1175","",""
"","Это текст 1176","This is text 1176","","False","context_for_row_1176","",""
"","Это текст 1177","This is text 1177","","False","context_for_row_1177","",""
"","Это текст 1178","This is text 1178","","False","context_for_row_1178","",""
"","Это текст 1179","This is text 1179","","False","context_for_row_1179","",""
"","Это текст 1180","This is text 1180","","False","context_for_row_1180","",""
"","Это текст 1181","This is text 1181","","False","context_for_row_1181","",""
"","Это текст 1182","This is text 1182","","False","context_for_row_1182","",""
"","Это текст 1183","This is text 1183","","False","context_for_row_1183","",""
"","Это текст 1184","This is text 1184","","False","context_for_row_1184","",""
"","Это текст 1185","This is text 1185","","False","context_for_row_1185","",""
"","Это текст 1186","This is text 1186","","False","context_for_row_1186","",""
"","Это текст 1187","This is text 1187","","False","context_for_row_1187","",""
"","Это текст 1188","This is text 1188","","False","context_for_row_1188","",""
"","Это текст 1189","This is text 1189","","False","context_for_row_1189","",""
"","Это текст 1190","This is text 1190","","False","context_for_row_1190","",""
"","Это текст 1191","This is text 1191","","False","context_for_row_1191","",""
"","Это текст 1192","This is text 1192","","False","context_for_row_1192","",""
"","Это текст 1193","This is text 1193","","False","context_for_row_1193","",""
"","Это текст 1194","This is text 1194","","False","context_for_row_1194","",""
"","Это текст 1195","This is text 1195","","False","context_for_row_1195","",""
"","Это текст 1196","This is text 1196","","False","context_for_row_1196","",""
"","Это текст 1197","This is text 1197","","False","context_for_row_1197","",""
"","Это текст 1198","This is text 1198","","False","context_for_row_1198","",""
"","Это текст 1199","This is text 1199","","False","context_for_row_1199","",""
"","Это текст 1200","This is text 1200","","False","context_for_row_1200","",""
"","Это текст 1201","This is text 1201","","False","context_for_row_1201","",""
"","Это текст 1202","This is text 1202","","False","context_for_row_1202","",""
"","Это текст 1203","This is text 1203","","False","context_for_row_1203","",""
"","Это текст 1204","This is text 1204","","False","context_for_row_1204","",""
"","Это текст 1205","This is text 1205","","False","context_for_row_1205","",""
"","Это текст 1206","This is text 1206","","False","context_for_row_1206","",""
"","Это текст 1207","This is text 1207","","False","context_for_row_1207","",""
"","Это текст 1208","This is text 1208","","False","context_for_row_1208","",""
"","Это текст 1209","This is text 1209","","False","context_for_row_1209","",""
"","Это текст 1210","This is text 1210","","False","context_for_row_1210","",""
"","Это текст 1211","This is text 1211","","False","context_for_row_1211","",""
"","Это текст 1212","This is text 1212","","False","context_for_row_1212","",""
"","Это текст 1213","This is text 1213","","False","context_for_row_1213","",""
"","Это текст 1214","This is text 1214","","False","context_for_row_1214","",""
"","Это текст 1215","This is text 1215","","False","context_for_row_1215","",""
"","Это текст 1216","This is text 1216","","False","context_for_row_1216","",""
"","Это текст 1217","This is text 1217","","False","context_for_row_1217","",""
"","Это текст 1218","This is text 1218","","False","context_for_row_1218","",""
"","Это текст 1219","This is text 1219","","False","context_for_row_1219","",""
"","Это текст 1220","This is text 1220","","False","context_for_row_1220","",""
"","Это текст 1221","This is text 1221","","False","context_for_row_1221","",""
"","Это текст 1222","This is text 1222","","False","context_for_row_1222","",""
"","Это текст 1223","This is text 1223","","False","context_for_row_1223","",""
"","Это текст 1224","This is text 1224","","False","context_for_row_1224","",""
"","Это текст 1225","This is text 1225","","False","context_for_row_1225","",""
"","Это текст 1226","This is text 1226","","False","context_for_row_1226","",""
"","Это текст 1227","This is text 1227","","False","context_for_row_1227","",""
"","Это текст 1228","This is text 1228","","False","context_for_row_1228","",""
"","Это текст 1229","This is text 1229","","False","context_for_row_1229","",""
"","Это текст 1230","This is text 1230","","False","context_for_row_1230","",""
"","Это текст 1231","This is text 1231","","False","context_for_row_1231","",""
"","Это текст 1232","This is text 1232","","False","context_for_row_1232","",""
"","Это текст 1233","This is text 1233","","False","context_for_row_1233","",""
"","Это текст 1234","This is text 1234","","False","context_for_row_1234","",""
"","Это текст 1235","This is text 1235","","False","context_for_row_1235","",""
"","Это текст 1236","This is text 1236","","False","context_for_row_1236","",""
"","Это текст 1237","This is text 1237","","False","context_for_row_1237","",""
"","Это текст 1238","This is text 1238","","False","context_for_row_1238","",""
"","Это текст 1239","This is text 1239","","False","context_for_row_1239","",""
"","Это текст 1240","This is text 1240","","False","context_for_row_1240","",""
"","Это текст 1241","This is text 1241","","False","context_for_row_1241","",""
"","Это текст 1242","This is text 1242","","False","context_for_row_1242","",""
"","Это текст 1243","This is text 1243","","False","context_for_row_1243","",""
"","Это текст 1244","This is text 1244","","False","context_for_row_1244","",""
"","Это текст 1245","This is text 1245","","False","context_for_row_1245","",""
"","Это текст 1246","This is text 1246","","False","context_for_row_1246","",""
"","Это текст 1247","This is text 1247","","False","context_for_row_1247","",""
"","Это текст 1248","This is text 1248","","False","context_for_row_1248","",""
"","Это текст 1249","This is text 1249","","False","context_for_row_1249","",""
"","Это текст 1250","This is text 1250","","False","context_for_row_1250","",""
"","Это текст 1251","This is text 1251","","False","context_for_row_1251","",""
"","Это текст 1252","This is text 1252","","False","context_for_row_1252","",""
"","Это текст 1253","This is text 1253","","False","context_for_row_1253","",""
"","Это текст 1254","This is text 1254","","False","context_for_row_1254","",""
"","Это текст 1255","This is text 1255","","False","context_for_row_1255","",""
"","Это текст 1256","This is text 1256","","False","context_for_row_1256","",""
"","Это текст 1257","This is text 1257","","False","context_for_row_1257","",""
"","Это текст 1258","This is text 1258","","False","context_for_row_1258","",""
"","Это текст 1259","This is text 1259","","False","context_for_row_1259","",""
"","Это текст 1260","This is text 1260","","False","context_for_row_1260","",""
"","Это текст 1261","This is text 1261","","False","context_for_row_1261","",""
"","Это текст 1262","This is text 1262","","False","context_for_row_1262","",""
"","Это текст 1263","This is text 1263","","False","context_for_row_1263","",""
"","Это текст 1264","This is text 1264","","False","context_for_row_1264","",""
"","Это текст 1265","This is text 1265","","False","context_for_row_1265","",""
"","Это текст 1266","This is text 1266","","False","context_for_row_1266","",""
"","Это текст 1267","This is text 1267","","False","context_for_row_1267","",""
"","Это текст 1268","This is text 1268","","False","context_for_row_1268","",""
"","Это текст 1269","This is text 1269","","False","context_for_row_1269","",""
"","Это текст 1270","This is text 1270","","False","context_for_row_1270","",""
"","Это текст 1271","This is text 1271","","False","context_for_row_1271","",""
"","Это текст 1272","This is text 1272","","False","context_for_row_1272","",""
"","Это текст 1273","This is text 1273","","False","context_for_row_1273","",""
"","Это текст 1274","This is text 1274","","False","context_for_row_1274","",""
"","Это текст 1275","This is text 1275","","False","context_for_row_1275","",""
"","Это текст 1276","This is text 1276","","False","context_for_row_1276","",""
"","Это текст 1277","This is text 1277","","False","context_for_row_1277","",""
"","Это текст 1278","This is text 1278","","False","context_for_row_1278","",""
"","Это текст 1279","This is text 1279","","False","context_for_row_1279","",""
"","Это текст 1280","This is text 1280","","False","context_for_row_1280","",""
"","Это текст 1281","This is text 1281","","False","context_for_row_1281","",""
"","Это текст 1282","This is text 1282","","False","context_for_row_1282","",""
"","Это текст 1283","This is text 1283","","False","context_for_row_1283","",""
"","Это текст 1284","This is text 1284","","False","context_for_row_1284","",""
"","Это текст 1285","This is text 1285","","False","context_for_row_1285","",""
"","Это текст 1286","This is text 1286","","False","context_for_row_1286","",""
"","Это текст 1287","This is text 1287","","False","context_for_row_1287","",""
"","Это текст 1288","This is text 1288","","False","context_for_row_1288","",""
"","Это текст 1289","This is text 1289","","False","context_for_row_1289","",""
"","Это текст 1290","This is text 1290","","False","context_for_row_1290","",""
"","Это текст 1291","This is text 1291","","False","context_for_row_1291","",""
"","Это текст 1292","This is text 1292","","False","context_for_row_1292","",""
"","Это текст 1293","This is text 1293","","False","context_for_row_1293","",""
"","Это текст 1294","This is text 1294","","False","context_for_row_1294","",""
"","Это текст 1295","This is text 1295","","False","context_for_row_1295","",""
