location,source,target,ID,fuzzy,context,translator_comments,developer_comments
,Это текст 627,Это текст 627,,FALSE,context_for_row_627,,
,Это текст 628,Это текст 628,,FALSE,context_for_row_628,,
,Это текст 629,Это текст 629,,FALSE,context_for_row_629,,
,Это текст 630,Это текст 630,,FALSE,context_for_row_630,,
,Это текст 631,Это текст 631,,FALSE,context_for_row_631,,
,Это текст 632,Это текст 632,,FALSE,context_for_row_632,,
,Это текст 633,Это текст 633,,FALSE,context_for_row_633,,
,Это текст 634,Это текст 634,,FALSE,context_for_row_634,,
,Это текст 635,Это текст 635,,FALSE,context_for_row_635,,
,Это текст 636,Это текст 636,,FALSE,context_for_row_636,,
,Это текст 637,Это текст 637,,FALSE,context_for_row_637,,
,Это текст 638,Это текст 638,,FALSE,context_for_row_638,,
,Это текст 639,Это текст 639,,FALSE,context_for_row_639,,
,Это текст 640,Это текст 640,,FALSE,context_for_row_640,,
,Это текст 641,Это текст 641,,FALSE,context_for_row_641,,
,Это текст 642,Это текст 642,,FALSE,context_for_row_642,,
,Это текст 643,Это текст 643,,FALSE,context_for_row_643,,
,Это текст 644,Это текст 644,,FALSE,context_for_row_644,,
,Это текст 645,Это текст 645,,FALSE,context_for_row_645,,
,Это текст 646,Это текст 646,,FALSE,context_for_row_646,,
,Это текст 647,Это текст 647,,FALSE,context_for_row_647,,
,Это текст 648,Это текст 648,,FALSE,context_for_row_648,,
,Это текст 649,Это текст 649,,FALSE,context_for_row_649,,
,Это текст 650,Это текст 650,,FALSE,context_for_row_650,,
,Это текст 651,Это текст 651,,FALSE,context_for_row_651,,
,Это текст 652,Это текст 652,,FALSE,context_for_row_652,,
,Это текст 653,Это текст 653,,FALSE,context_for_row_653,,
,Это текст 654,Это текст 654,,FALSE,context_for_row_654,,
,Это текст 655,Это текст 655,,FALSE,context_for_row_655,,
,Это текст 656,Это текст 656,,FALSE,context_for_row_656,,
,Это текст 657,Это текст 657,,FALSE,context_for_row_657,,
,Это текст 658,Это текст 658,,FALSE,context_for_row_658,,
,Это текст 659,Это текст 659,,FALSE,context_for_row_659,,
,Это текст 660,Это текст 660,,FALSE,context_for_row_660,,
,Это текст 661,Это текст 661,,FALSE,context_for_row_661,,
,Это текст 662,Это текст 662,,FALSE,context_for_row_662,,
,Это текст 663,Это текст 663,,FALSE,context_for_row_663,,
,Это текст 664,Это текст 664,,FALSE,context_for_row_664,,
,Это текст 665,Это текст 665,,FALSE,context_for_row_665,,
,Это текст 666,Это текст 666,,FALSE,context_for_row_666,,
,Это текст 667,Это текст 667,,FALSE,context_for_row_667,,
,Это текст 668,Это текст 668,,FALSE,context_for_row_668,,
,Это текст 669,Это текст 669,,FALSE,context_for_row_669,,
,Это текст 670,Это текст 670,,FALSE,context_for_row_670,,
,Это текст 671,Это текст 671,,FALSE,context_for_row_671,,
,Это текст 672,Это текст 672,,FALSE,context_for_row_672,,
,Это текст 673,Это текст 673,,FALSE,context_for_row_673,,
,Это текст 674,Это текст 674,,FALSE,context_for_row_674,,
,Это текст 675,Это текст 675,,FALSE,context_for_row_675,,
,Это текст 676,Это текст 676,,FALSE,context_for_row_676,,
,Это текст 677,Это текст 677,,FALSE,context_for_row_677,,
,Это текст 678,Это текст 678,,FALSE,context_for_row_678,,
,Это текст 679,Это текст 679,,FALSE,context_for_row_679,,
,Это текст 680,Это текст 680,,FALSE,context_for_row_680,,
,Это текст 681,Это текст 681,,FALSE,context_for_row_681,,
,Это текст 682,Это текст 682,,FALSE,context_for_row_682,,
,Это текст 683,Это текст 683,,FALSE,context_for_row_683,,
,Это текст 684,Это текст 684,,FALSE,context_for_row_684,,
,Это текст 685,Это текст 685,,FALSE,context_for_row_685,,
,Это текст 686,Это текст 686,,FALSE,context_for_row_686,,
,Это текст 687,Это текст 687,,FALSE,context_for_row_687,,
,Это текст 688,Это текст 688,,FALSE,context_for_row_688,,
,Это текст 689,Это текст 689,,FALSE,context_for_row_689,,
,Это текст 690,Это текст 690,,FALSE,context_for_row_690,,
,Это текст 691,Это текст 691,,FALSE,context_for_row_691,,
,Это текст 692,Это текст 692,,FALSE,context_for_row_692,,
,Это текст 693,Это текст 693,,FALSE,context_for_row_693,,
,Это текст 694,Это текст 694,,FALSE,context_for_row_694,,
,Это текст 695,Это текст 695,,FALSE,context_for_row_695,,
,Это текст 696,Это текст 696,,FALSE,context_for_row_696,,
,Это текст 697,Это текст 697,,FALSE,context_for_row_697,,
,Это текст 698,Это текст 698,,FALSE,context_for_row_698,,
,Это текст 699,Это текст 699,,FALSE,context_for_row_699,,
,Это текст 700,Это текст 700,,FALSE,context_for_row_700,,
,Это текст 701,Это текст 701,,FALSE,context_for_row_701,,
,Это текст 702,Это текст 702,,FALSE,context_for_row_702,,
,Это текст 703,Это текст 703,,FALSE,context_for_row_703,,
,Это текст 704,Это текст 704,,FALSE,context_for_row_704,,
,Это текст 705,Это текст 705,,FALSE,context_for_row_705,,
,Это текст 706,Это текст 706,,FALSE,context_for_row_706,,
,Это текст 707,Это текст 707,,FALSE,context_for_row_707,,
,Это текст 708,Это текст 708,,FALSE,context_for_row_708,,
,Это текст 709,Это текст 709,,FALSE,context_for_row_709,,
,Это текст 710,Это текст 710,,FALSE,context_for_row_710,,
,Это текст 711,Это текст 711,,FALSE,context_for_row_711,,
,Это текст 712,Это текст 712,,FALSE,context_for_row_712,,
,Это текст 713,Это текст 713,,FALSE,context_for_row_713,,
,Это текст 714,Это текст 714,,FALSE,context_for_row_714,,
,Это текст 715,Это текст 715,,FALSE,context_for_row_715,,
,Это текст 716,Это текст 716,,FALSE,context_for_row_716,,
,Это текст 717,Это текст 717,,FALSE,context_for_row_717,,
,Это текст 718,Это текст 718,,FALSE,context_for_row_718,,
,Это текст 719,Это текст 719,,FALSE,context_for_row_719,,
,Это текст 720,Это текст 720,,FALSE,context_for_row_720,,
,Это текст 721,Это текст 721,,FALSE,context_for_row_721,,
,Это текст 722,Это текст 722,,FALSE,context_for_row_722,,
,Это текст 723,Это текст 723,,FALSE,context_for_row_723,,
,Это текст 724,Это текст 724,,FALSE,context_for_row_724,,
,Это текст 725,Это текст 725,,FALSE,context_for_row_725,,
,Это текст 726,Это текст 726,,FALSE,context_for_row_726,,
,Это текст 727,Это текст 727,,FALSE,context_for_row_727,,
,Это текст 728,Это текст 728,,FALSE,context_for_row_728,,
,Это текст 729,Это текст 729,,FALSE,context_for_row_729,,
,Это текст 730,Это текст 730,,FALSE,context_for_row_730,,
,Это текст 731,Это текст 731,,FALSE,context_for_row_731,,
,Это текст 732,Это текст 732,,FALSE,context_for_row_732,,
,Это текст 733,Это текст 733,,FALSE,context_for_row_733,,
,Это текст 734,Это текст 734,,FALSE,context_for_row_734,,
,Это текст 735,Это текст 735,,FALSE,context_for_row_735,,
,Это текст 736,Это текст 736,,FALSE,context_for_row_736,,
,Это текст 737,Это текст 737,,FALSE,context_for_row_737,,
,Это текст 738,Это текст 738,,FALSE,context_for_row_738,,
,Это текст 739,Это текст 739,,FALSE,context_for_row_739,,
,Это текст 740,Это текст 740,,FALSE,context_for_row_740,,
,Это текст 741,Это текст 741,,FALSE,context_for_row_741,,
,Это текст 742,Это текст 742,,FALSE,context_for_row_742,,
,Это текст 743,Это текст 743,,FALSE,context_for_row_743,,
,Это текст 744,Это текст 744,,FALSE,context_for_row_744,,
,Это текст 745,Это текст 745,,FALSE,context_for_row_745,,
,Это текст 746,Это текст 746,,FALSE,context_for_row_746,,
,Это текст 747,Это текст 747,,FALSE,context_for_row_747,,
,Это текст 748,Это текст 748,,FALSE,context_for_row_748,,
,Это текст 749,Это текст 749,,FALSE,context_for_row_749,,
,Это текст 750,Это текст 750,,FALSE,context_for_row_750,,
,Это текст 751,Это текст 751,,FALSE,context_for_row_751,,
,Это текст 752,Это текст 752,,FALSE,context_for_row_752,,
,Это текст 753,Это текст 753,,FALSE,context_for_row_753,,
,Это текст 754,Это текст 754,,FALSE,context_for_row_754,,
,Это текст 755,Это текст 755,,FALSE,context_for_row_755,,
,Это текст 756,Это текст 756,,FALSE,context_for_row_756,,
,Это текст 757,Это текст 757,,FALSE,context_for_row_757,,
,Это текст 758,Это текст 758,,FALSE,context_for_row_758,,
,Это текст 759,Это текст 759,,FALSE,context_for_row_759,,
,Это текст 760,Это текст 760,,FALSE,context_for_row_760,,
,Это текст 761,Это текст 761,,FALSE,context_for_row_761,,
,Это текст 762,Это текст 762,,FALSE,context_for_row_762,,
,Это текст 763,Это текст 763,,FALSE,context_for_row_763,,
,Это текст 764,Это текст 764,,FALSE,context_for_row_764,,
,Это текст 765,Это текст 765,,FALSE,context_for_row_765,,
,Это текст 766,Это текст 766,,FALSE,context_for_row_766,,
,Это текст 767,Это текст 767,,FALSE,context_for_row_767,,
,Это текст 768,Это текст 768,,FALSE,context_for_row_768,,
,Это текст 769,Это текст 769,,FALSE,context_for_row_769,,
,Это текст 770,Это текст 770,,FALSE,context_for_row_770,,
,Это текст 771,Это текст 771,,FALSE,context_for_row_771,,
,Это текст 772,Это текст 772,,FALSE,context_for_row_772,,
,Это текст 773,Это текст 773,,FALSE,context_for_row_773,,
,Это текст 774,Это текст 774,,FALSE,context_for_row_774,,
,Это текст 775,Это текст 775,,FALSE,context_for_row_775,,
,Это текст 776,Это текст 776,,FALSE,context_for_row_776,,
,Это текст 777,Это текст 777,,FALSE,context_for_row_777,,
,Это текст 778,Это текст 778,,FALSE,context_for_row_778,,
,Это текст 779,Это текст 779,,FALSE,context_for_row_779,,
,Это текст 780,Это текст 780,,FALSE,context_for_row_780,,
,Это текст 781,Это текст 781,,FALSE,context_for_row_781,,
,Это текст 782,Это текст 782,,FALSE,context_for_row_782,,
,Это текст 783,Это текст 783,,FALSE,context_for_row_783,,
,Это текст 784,Это текст 784,,FALSE,context_for_row_784,,
,Это текст 785,Это текст 785,,FALSE,context_for_row_785,,
,Это текст 786,Это текст 786,,FALSE,context_for_row_786,,
,Это текст 787,Это текст 787,,FALSE,context_for_row_787,,
,Это текст 788,Это текст 788,,FALSE,context_for_row_788,,
,Это текст 789,Это текст 789,,FALSE,context_for_row_789,,
,Это текст 790,Это текст 790,,FALSE,context_for_row_790,,
,Это текст 791,Это текст 791,,FALSE,context_for_row_791,,
,Это текст 792,Это текст 792,,FALSE,context_for_row_792,,
,Это текст 793,Это текст 793,,FALSE,context_for_row_793,,
,Это текст 794,Это текст 794,,FALSE,context_for_row_794,,
,Это текст 795,Это текст 795,,FALSE,context_for_row_795,,
,Это текст 796,Это текст 796,,FALSE,context_for_row_796,,
,Это текст 797,Это текст 797,,FALSE,context_for_row_797,,
,Это текст 798,Это текст 798,,FALSE,context_for_row_798,,
,Это текст 799,Это текст 799,,FALSE,context_for_row_799,,
,Это текст 800,Это текст 800,,FALSE,context_for_row_800,,
,Это текст 801,Это текст 801,,FALSE,context_for_row_801,,
,Это текст 802,Это текст 802,,FALSE,context_for_row_802,,
,Это текст 803,Это текст 803,,FALSE,context_for_row_803,,
,Это текст 804,Это текст 804,,FALSE,context_for_row_804,,
,Это текст 805,Это текст 805,,FALSE,context_for_row_805,,
,Это текст 806,Это текст 806,,FALSE,context_for_row_806,,
,Это текст 807,Это текст 807,,FALSE,context_for_row_807,,
,Это текст 808,Это текст 808,,FALSE,context_for_row_808,,
,Это текст 809,Это текст 809,,FALSE,context_for_row_809,,
,Это текст 810,Это текст 810,,FALSE,context_for_row_810,,
,Это текст 811,Это текст 811,,FALSE,context_for_row_811,,
,Это текст 812,Это текст 812,,FALSE,context_for_row_812,,
,Это текст 813,Это текст 813,,FALSE,context_for_row_813,,
,Это текст 814,Это текст 814,,FALSE,context_for_row_814,,
,Это текст 815,Это текст 815,,FALSE,context_for_row_815,,
,Это текст 816,Это текст 816,,FALSE,context_for_row_816,,
,Это текст 817,Это текст 817,,FALSE,context_for_row_817,,
,Это текст 818,Это текст 818,,FALSE,context_for_row_818,,
,Это текст 819,Это текст 819,,FALSE,context_for_row_819,,
,Это текст 820,Это текст 820,,FALSE,context_for_row_820,,
,Это текст 821,Это текст 821,,FALSE,context_for_row_821,,
,Это текст 822,Это текст 822,,FALSE,context_for_row_822,,
,Это текст 823,Это текст 823,,FALSE,context_for_row_823,,
,Это текст 824,Это текст 824,,FALSE,context_for_row_824,,
,Это текст 825,Это текст 825,,FALSE,context_for_row_825,,
,Это текст 826,Это текст 826,,FALSE,context_for_row_826,,
,Это текст 827,Это текст 827,,FALSE,context_for_row_827,,
,Это текст 828,Это текст 828,,FALSE,context_for_row_828,,
,Это текст 829,Это текст 829,,FALSE,context_for_row_829,,
,Это текст 830,Это текст 830,,FALSE,context_for_row_830,,
,Это текст 831,Это текст 831,,FALSE,context_for_row_831,,
,Это текст 832,Это текст 832,,FALSE,context_for_row_832,,
,Это текст 833,Это текст 833,,FALSE,context_for_row_833,,
,Это текст 834,Это текст 834,,FALSE,context_for_row_834,,
,Это текст 835,Это текст 835,,FALSE,context_for_row_835,,
,Это текст 836,Это текст 836,,FALSE,context_for_row_836,,
,Это текст 837,Это текст 837,,FALSE,context_for_row_837,,
,Это текст 838,Это текст 838,,FALSE,context_for_row_838,,
,Это текст 839,Это текст 839,,FALSE,context_for_row_839,,
,Это текст 840,Это текст 840,,FALSE,context_for_row_840,,
,Это текст 841,Это текст 841,,FALSE,context_for_row_841,,
,Это текст 842,Это текст 842,,FALSE,context_for_row_842,,
,Это текст 843,Это текст 843,,FALSE,context_for_row_843,,
,Это текст 844,Это текст 844,,FALSE,context_for_row_844,,
,Это текст 845,Это текст 845,,FALSE,context_for_row_845,,
,Это текст 846,Это текст 846,,FALSE,context_for_row_846,,
,Это текст 847,Это текст 847,,FALSE,context_for_row_847,,
,Это текст 848,Это текст 848,,FALSE,context_for_row_848,,
,Это текст 849,Это текст 849,,FALSE,context_for_row_849,,
,Это текст 850,Это текст 850,,FALSE,context_for_row_850,,
,Это текст 851,Это текст 851,,FALSE,context_for_row_851,,
,Это текст 852,Это текст 852,,FALSE,context_for_row_852,,
,Это текст 853,Это текст 853,,FALSE,context_for_row_853,,
,Это текст 854,Это текст 854,,FALSE,context_for_row_854,,
,Это текст 855,Это текст 855,,FALSE,context_for_row_855,,
,Это текст 856,Это текст 856,,FALSE,context_for_row_856,,
,Это текст 857,Это текст 857,,FALSE,context_for_row_857,,
,Это текст 858,Это текст 858,,FALSE,context_for_row_858,,
,Это текст 859,Это текст 859,,FALSE,context_for_row_859,,
,Это текст 860,Это текст 860,,FALSE,context_for_row_860,,
,Это текст 861,Это текст 861,,FALSE,context_for_row_861,,
,Это текст 862,Это текст 862,,FALSE,context_for_row_862,,
,Это текст 863,Это текст 863,,FALSE,context_for_row_863,,
,Это текст 864,Это текст 864,,FALSE,context_for_row_864,,
,Это текст 865,Это текст 865,,FALSE,context_for_row_865,,
,Это текст 866,Это текст 866,,FALSE,context_for_row_866,,
,Это текст 867,Это текст 867,,FALSE,context_for_row_867,,
,Это текст 868,Это текст 868,,FALSE,context_for_row_868,,
,Это текст 869,Это текст 869,,FALSE,context_for_row_869,,
,Это текст 870,Это текст 870,,FALSE,context_for_row_870,,
,Это текст 871,Это текст 871,,FALSE,context_for_row_871,,
,Это текст 872,Это текст 872,,FALSE,context_for_row_872,,
,Это текст 873,Это текст 873,,FALSE,context_for_row_873,,
,Это текст 874,Это текст 874,,FALSE,context_for_row_874,,
,Это текст 875,Это текст 875,,FALSE,context_for_row_875,,
,Это текст 876,Это текст 876,,FALSE,context_for_row_876,,
,Это текст 877,Это текст 877,,FALSE,context_for_row_877,,
,Это текст 878,Это текст 878,,FALSE,context_for_row_878,,
,Это текст 879,Это текст 879,,FALSE,context_for_row_879,,
,Это текст 880,Это текст 880,,FALSE,context_for_row_880,,
,Это текст 881,Это текст 881,,FALSE,context_for_row_881,,
,Это текст 882,Это текст 882,,FALSE,context_for_row_882,,
,Это текст 883,Это текст 883,,FALSE,context_for_row_883,,
,Это текст 884,Это текст 884,,FALSE,context_for_row_884,,
,Это текст 885,Это текст 885,,FALSE,context_for_row_885,,
,Это текст 886,Это текст 886,,FALSE,context_for_row_886,,
,Это текст 887,Это текст 887,,FALSE,context_for_row_887,,
,Это текст 888,Это текст 888,,FALSE,context_for_row_888,,
,Это текст 889,Это текст 889,,FALSE,context_for_row_889,,
,Это текст 890,Это текст 890,,FALSE,context_for_row_890,,
,Это текст 891,Это текст 891,,FALSE,context_for_row_891,,
,Это текст 892,Это текст 892,,FALSE,context_for_row_892,,
,Это текст 893,Это текст 893,,FALSE,context_for_row_893,,
,Это текст 894,Это текст 894,,FALSE,context_for_row_894,,
,Это текст 895,Это текст 895,,FALSE,context_for_row_895,,
,Это текст 896,Это текст 896,,FALSE,context_for_row_896,,
,Это текст 897,Это текст 897,,FALSE,context_for_row_897,,
,Это текст 898,Это текст 898,,FALSE,context_for_row_898,,
,Это текст 899,Это текст 899,,FALSE,context_for_row_899,,
,Это текст 900,Это текст 900,,FALSE,context_for_row_900,,
,Это текст 901,Это текст 901,,FALSE,context_for_row_901,,
,Это текст 902,Это текст 902,,FALSE,context_for_row_902,,
,Это текст 903,Это текст 903,,FALSE,context_for_row_903,,
,Это текст 904,Это текст 904,,FALSE,context_for_row_904,,
,Это текст 905,Это текст 905,,FALSE,context_for_row_905,,
,Это текст 906,Это текст 906,,FALSE,context_for_row_906,,
,Это текст 907,Это текст 907,,FALSE,context_for_row_907,,
,Это текст 908,Это текст 908,,FALSE,context_for_row_908,,
,Это текст 909,Это текст 909,,FALSE,context_for_row_909,,
,Это текст 910,Это текст 910,,FALSE,context_for_row_910,,
,Это текст 911,Это текст 911,,FALSE,context_for_row_911,,
,Это текст 912,Это текст 912,,FALSE,context_for_row_912,,
,Это текст 913,Это текст 913,,FALSE,context_for_row_913,,
,Это текст 914,Это текст 914,,FALSE,context_for_row_914,,
,Это текст 915,Это текст 915,,FALSE,context_for_row_915,,
,Это текст 916,Это текст 916,,FALSE,context_for_row_916,,
,Это текст 917,Это текст 917,,FALSE,context_for_row_917,,
,Это текст 918,Это текст 918,,FALSE,context_for_row_918,,
,Это текст 919,Это текст 919,,FALSE,context_for_row_919,,
,Это текст 920,Это текст 920,,FALSE,context_for_row_920,,
,Это текст 921,Это текст 921,,FALSE,context_for_row_921,,
,Это текст 922,Это текст 922,,FALSE,context_for_row_922,,
,Это текст 923,Это текст 923,,FALSE,context_for_row_923,,
,Это текст 924,Это текст 924,,FALSE,context_for_row_924,,
,Это текст 925,Это текст 925,,FALSE,context_for_row_925,,
,Это текст 926,Это текст 926,,FALSE,context_for_row_926,,
,Это текст 927,Это текст 927,,FALSE,context_for_row_927,,
,Это текст 928,Это текст 928,,FALSE,context_for_row_928,,
,Это текст 929,Это текст 929,,FALSE,context_for_row_929,,
,Это текст 930,Это текст 930,,FALSE,context_for_row_930,,
,Это текст 931,Это текст 931,,FALSE,context_for_row_931,,
,Это текст 932,Это текст 932,,FALSE,context_for_row_932,,
,Это текст 933,Это текст 933,,FALSE,context_for_row_933,,
,Это текст 934,Это текст 934,,FALSE,context_for_row_934,,
,Это текст 935,Это текст 935,,FALSE,context_for_row_935,,
,Это текст 936,Это текст 936,,FALSE,context_for_row_936,,
,Это текст 937,Это текст 937,,FALSE,context_for_row_937,,
,Это текст 938,Это текст 938,,FALSE,context_for_row_938,,
,Это текст 939,Это текст 939,,FALSE,context_for_row_939,,
,Это текст 940,Это текст 940,,FALSE,context_for_row_940,,
,Это текст 941,Это текст 941,,FALSE,context_for_row_941,,
,Это текст 942,Это текст 942,,FALSE,context_for_row_942,,
,Это текст 943,Это текст 943,,FALSE,context_for_row_943,,
,Это текст 944,Это текст 944,,FALSE,context_for_row_944,,
,Это текст 945,Это текст 945,,FALSE,context_for_row_945,,
,Это текст 946,Это текст 946,,FALSE,context_for_row_946,,
,Это текст 947,Это текст 947,,FALSE,context_for_row_947,,
,Это текст 948,Это текст 948,,FALSE,context_for_row_948,,
,Это текст 949,Это текст 949,,FALSE,context_for_row_949,,
,Это текст 950,Это текст 950,,FALSE,context_for_row_950,,
,Это текст 951,Это текст 951,,FALSE,context_for_row_951,,
,Это текст 952,Это текст 952,,FALSE,context_for_row_952,,
,Это текст 953,Это текст 953,,FALSE,context_for_row_953,,
,Это текст 954,Это текст 954,,FALSE,context_for_row_954,,
,Это текст 955,Это текст 955,,FALSE,context_for_row_955,,
,Это текст 956,Это текст 956,,FALSE,context_for_row_956,,
,Это текст 957,Это текст 957,,FALSE,context_for_row_957,,
,Это текст 958,Это текст 958,,FALSE,context_for_row_958,,
,Это текст 959,Это текст 959,,FALSE,context_for_row_959,,
,Это текст 960,Это текст 960,,FALSE,context_for_row_960,,
,Это текст 961,Это текст 961,,FALSE,context_for_row_961,,
,Это текст 962,Это текст 962,,FALSE,context_for_row_962,,
,Это текст 963,Это текст 963,,FALSE,context_for_row_963,,
,Это текст 964,Это текст 964,,FALSE,context_for_row_964,,
,Это текст 965,Это текст 965,,FALSE,context_for_row_965,,
,Это текст 966,Это текст 966,,FALSE,context_for_row_966,,
,Это текст 967,Это текст 967,,FALSE,context_for_row_967,,
,Это текст 968,Это текст 968,,FALSE,context_for_row_968,,
,Это текст 969,Это текст 969,,FALSE,context_for_row_969,,
,Это текст 970,Это текст 970,,FALSE,context_for_row_970,,
,Это текст 971,Это текст 971,,FALSE,context_for_row_971,,
,Это текст 972,Это текст 972,,FALSE,context_for_row_972,,
,Это текст 973,Это текст 973,,FALSE,context_for_row_973,,
,Это текст 974,Это текст 974,,FALSE,context_for_row_974,,
,Это текст 975,Это текст 975,,FALSE,context_for_row_975,,
,Это текст 976,Это текст 976,,FALSE,context_for_row_976,,
,Это текст 977,Это текст 977,,FALSE,context_for_row_977,,
,Это текст 978,Это текст 978,,FALSE,context_for_row_978,,
,Это текст 979,Это текст 979,,FALSE,context_for_row_979,,
,Это текст 980,Это текст 980,,FALSE,context_for_row_980,,
,Это текст 981,Это текст 981,,FALSE,context_for_row_981,,
,Это текст 982,Это текст 982,,FALSE,context_for_row_982,,
,Это текст 983,Это текст 983,,FALSE,context_for_row_983,,
,Это текст 984,Это текст 984,,FALSE,context_for_row_984,,
,Это текст 985,Это текст 985,,FALSE,context_for_row_985,,
,Это текст 986,Это текст 986,,FALSE,context_for_row_986,,
,Это текст 987,Это текст 987,,FALSE,context_for_row_987,,
,Это текст 988,Это текст 988,,FALSE,context_for_row_988,,
,Это текст 989,Это текст 989,,FALSE,context_for_row_989,,
,Это текст 990,Это текст 990,,FALSE,context_for_row_990,,
,Это текст 991,Это текст 991,,FALSE,context_for_row_991,,
,Это текст 992,Это текст 992,,FALSE,context_for_row_992,,
,Это текст 993,Это текст 993,,FALSE,context_for_row_993,,
,Это текст 994,Это текст 994,,FALSE,context_for_row_994,,
,Это текст 995,Это текст 995,,FALSE,context_for_row_995,,
,Это текст 996,Это текст 996,,FALSE,context_for_row_996,,
,Это текст 997,Это текст 997,,FALSE,context_for_row_997,,
,Это текст 998,Это текст 998,,FALSE,context_for_row_998,,
,Это текст 999,Это текст 999,,FALSE,context_for_row_999,,
,Это текст 1000,Это текст 1000,,FALSE,context_for_row_1000,,
,Это текст 1001,Это текст 1001,,FALSE,context_for_row_1001,,
,Это текст 1002,Это текст 1002,,FALSE,context_for_row_1002,,
,Это текст 1003,Это текст 1003,,FALSE,context_for_row_1003,,
,Это текст 1004,Это текст 1004,,FALSE,context_for_row_1004,,
,Это текст 1005,Это текст 1005,,FALSE,context_for_row_1005,,
,Это текст 1006,Это текст 1006,,FALSE,context_for_row_1006,,
,Это текст 1007,Это текст 1007,,FALSE,context_for_row_1007,,
,Это текст 1008,Это текст 1008,,FALSE,context_for_row_1008,,
,Это текст 1009,Это текст 1009,,FALSE,context_for_row_1009,,
,Это текст 1010,Это текст 1010,,FALSE,context_for_row_1010,,
,Это текст 1011,Это текст 1011,,FALSE,context_for_row_1011,,
,Это текст 1012,Это текст 1012,,FALSE,context_for_row_1012,,
,Это текст 1013,Это текст 1013,,FALSE,context_for_row_1013,,
,Это текст 1014,Это текст 1014,,FALSE,context_for_row_1014,,
,Это текст 1015,Это текст 1015,,FALSE,context_for_row_1015,,
,Это текст 1016,Это текст 1016,,FALSE,context_for_row_1016,,
,Это текст 1017,Это текст 1017,,FALSE,context_for_row_1017,,
,Это текст 1018,Это текст 1018,,FALSE,context_for_row_1018,,
,Это текст 1019,Это текст 1019,,FALSE,context_for_row_1019,,
,Это текст 1020,Это текст 1020,,FALSE,context_for_row_1020,,
,Это текст 1021,Это текст 1021,,FALSE,context_for_row_1021,,
,Это текст 1022,Это текст 1022,,FALSE,context_for_row_1022,,
,Это текст 1023,Это текст 1023,,FALSE,context_for_row_1023,,
,Это текст 1024,Это текст 1024,,FALSE,context_for_row_1024,,
,Это текст 1025,Это текст 1025,,FALSE,context_for_row_1025,,
,Это текст 1026,Это текст 1026,,FALSE,context_for_row_1026,,
,Это текст 1027,Это текст 1027,,FALSE,context_for_row_1027,,
,Это текст 1028,Это текст 1028,,FALSE,context_for_row_1028,,
,Это текст 1029,Это текст 1029,,FALSE,context_for_row_1029,,
,Это текст 1030,Это текст 1030,,FALSE,context_for_row_1030,,
,Это текст 1031,Это текст 1031,,FALSE,context_for_row_1031,,
,Это текст 1032,Это текст 1032,,FALSE,context_for_row_1032,,
,Это текст 1033,Это текст 1033,,FALSE,context_for_row_1033,,
,Это текст 1034,Это текст 1034,,FALSE,context_for_row_1034,,
,Это текст 1035,Это текст 1035,,FALSE,context_for_row_1035,,
,Это текст 1036,Это текст 1036,,FALSE,context_for_row_1036,,
,Это текст 1037,Это текст 1037,,FALSE,context_for_row_1037,,
,Это текст 1038,Это текст 1038,,FALSE,context_for_row_1038,,
,Это текст 1039,Это текст 1039,,FALSE,context_for_row_1039,,
,Это текст 1040,Это текст 1040,,FALSE,context_for_row_1040,,
,Это текст 1041,Это текст 1041,,FALSE,context_for_row_1041,,
,Это текст 1042,Это текст 1042,,FALSE,context_for_row_1042,,
,Это текст 1043,Это текст 1043,,FALSE,context_for_row_1043,,
,Это текст 1044,Это текст 1044,,FALSE,context_for_row_1044,,
,Это текст 1045,Это текст 1045,,FALSE,context_for_row_1045,,
,Это текст 1046,Это текст 1046,,FALSE,context_for_row_1046,,
,Это текст 1047,Это текст 1047,,FALSE,context_for_row_1047,,
,Это текст 1048,Это текст 1048,,FALSE,context_for_row_1048,,
,Это текст 1049,Это текст 1049,,FALSE,context_for_row_1049,,
,Это текст 1050,Это текст 1050,,FALSE,context_for_row_1050,,
,Это текст 1051,Это текст 1051,,FALSE,context_for_row_1051,,
,Это текст 1052,Это текст 1052,,FALSE,context_for_row_1052,,
,Это текст 1053,Это текст 1053,,FALSE,context_for_row_1053,,
,Это текст 1054,Это текст 1054,,FALSE,context_for_row_1054,,
,Это текст 1055,Это текст 1055,,FALSE,context_for_row_1055,,
,Это текст 1056,Это текст 1056,,FALSE,context_for_row_1056,,
,Это текст 1057,Это текст 1057,,FALSE,context_for_row_1057,,
,Это текст 1058,Это текст 1058,,FALSE,context_for_row_1058,,
,Это текст 1059,Это текст 1059,,FALSE,context_for_row_1059,,
,Это текст 1060,Это текст 1060,,FALSE,context_for_row_1060,,
,Это текст 1061,Это текст 1061,,FALSE,context_for_row_1061,,
,Это текст 1062,Это текст 1062,,FALSE,context_for_row_1062,,
,Это текст 1063,Это текст 1063,,FALSE,context_for_row_1063,,
,Это текст 1064,Это текст 1064,,FALSE,context_for_row_1064,,
,Это текст 1065,Это текст 1065,,FALSE,context_for_row_1065,,
,Это текст 1066,Это текст 1066,,FALSE,context_for_row_1066,,
,Это текст 1067,Это текст 1067,,FALSE,context_for_row_1067,,
,Это текст 1068,Это текст 1068,,FALSE,context_for_row_1068,,
,Это текст 1069,Это текст 1069,,FALSE,context_for_row_1069,,
